unicode_,name,script,diacritic,name_meaning,english_name,origin,transliteration,ordering,variants
𓊞,,Egyptian hieroglyphs,0,,P3: sacred barque,,,Gardiner's sign list order: 535,
𓊠,,Egyptian hieroglyphs,0,,P4: boat with net,,,Gardiner's sign list order: 536,
𓊡,,Egyptian hieroglyphs,0,,P5: sail,,,Gardiner's sign list order: 537,
𓊢,,Egyptian hieroglyphs,0,,P6: mast,,,Gardiner's sign list order: 538,
𓊣,,Egyptian hieroglyphs,0,,P7: combination of maste and forearm,𓊢:1;𓂝:1,,Gardiner's sign list order: 539,
𓊤,,Egyptian hieroglyphs,0,,P8: oar,,,Gardiner's sign list order: 540,
𓊥,,Egyptian hieroglyphs,0,,P9: combination of oar and horned viper,𓊤:1,,Gardiner's sign list order: 541,
𓊦,,Egyptian hieroglyphs,0,,P10: rudder,,,Gardiner's sign list order: 542,
𓊧,,Egyptian hieroglyphs,0,,P11: mooring,,,Gardiner's sign list order: 543,
𓊨,,Egyptian hieroglyphs,0,,Q1: seat,,,Gardiner's sign list order: 544,
𓊩,,Egyptian hieroglyphs,0,,Q2: carrying,,,Gardiner's sign list order: 545,
𓊪,,Egyptian hieroglyphs,0,,Q3: stool,,,Gardiner's sign list order: 546,
𓊫,,Egyptian hieroglyphs,0,,Q4: headrest,,,Gardiner's sign list order: 547,
𓊬,,Egyptian hieroglyphs,0,,Q5: chest,,,Gardiner's sign list order: 548,
𓊭,,Egyptian hieroglyphs,0,,Q6: sarcophagus,,,Gardiner's sign list order: 549,
𓊮,,Egyptian hieroglyphs,0,,Q7: brazier,,,Gardiner's sign list order: 550,
𓊯,,Egyptian hieroglyphs,0,,R1: high table with offerings,,,Gardiner's sign list order: 551,
𓊰,,Egyptian hieroglyphs,0,,R2: table with slices of bread,,,Gardiner's sign list order: 552,
𓊲,,Egyptian hieroglyphs,0,,R3: low table with offerings,,,Gardiner's sign list order: 553,
𓊵,,Egyptian hieroglyphs,0,,R4: loaf on mat,,,Gardiner's sign list order: 554,
𓊶,,Egyptian hieroglyphs,0,,R5: narrow censer,,,Gardiner's sign list order: 555,
𓊷,,Egyptian hieroglyphs,0,,R6: broad censer,,,Gardiner's sign list order: 556,
𓊸,,Egyptian hieroglyphs,0,,R7: bowl with smoke,,,Gardiner's sign list order: 557,
𓊹,,Egyptian hieroglyphs,0,,R8: Cloth on pole,,,Gardiner's sign list order: 558,
𓊺,,Egyptian hieroglyphs,0,,R9: combination of cloth on pole and bag,𓊹:1,,Gardiner's sign list order: 559,
𓊻,,Egyptian hieroglyphs,0,,"R10: combination of cloth on pole, butcher's block and slope of hill",𓊹:1,,Gardiner's sign list order: 560,
𓊽,,Egyptian hieroglyphs,0,,R11: reed column,,,Gardiner's sign list order: 561,
𓊾,,Egyptian hieroglyphs,0,,R12: standard,,,Gardiner's sign list order: 562,
𓊿,,Egyptian hieroglyphs,0,,R13: falcon and feather on standard,𓅆:1,,Gardiner's sign list order: 563,
𓋀,,Egyptian hieroglyphs,0,,R14: Emblem,,,Gardiner's sign list order: 564,
𓋁,,Egyptian hieroglyphs,0,,R15: spear emblem,,,Gardiner's sign list order: 565,
𓋂,,Egyptian hieroglyphs,0,,R16: sceptre with feathers and string,,,Gardiner's sign list order: 566,
𓋄,,Egyptian hieroglyphs,0,,R17: wig on pole,,,Gardiner's sign list order: 567,
𓋅,,Egyptian hieroglyphs,0,,R18: combination of wig on pole and irrigation canal system,𓋄:1,,Gardiner's sign list order: 568,
𓋆,,Egyptian hieroglyphs,0,,R19: scepter with feather,,,Gardiner's sign list order: 569,
𓋇,,Egyptian hieroglyphs,0,,R20: flower with horns,,,Gardiner's sign list order: 570,
𓋈,,Egyptian hieroglyphs,0,,R21: flower with horns,,,Gardiner's sign list order: 571,
𓋉,,Egyptian hieroglyphs,0,,R22: two narrow belemnites,,,Gardiner's sign list order: 572,
𓋊,,Egyptian hieroglyphs,0,,R23: two broad belemnites,,,Gardiner's sign list order: 573,
𓋋,,Egyptian hieroglyphs,0,,R24: two bows tied horizontally,,,Gardiner's sign list order: 574,
𓋌,,Egyptian hieroglyphs,0,,R25: two bows tied vertically,,,Gardiner's sign list order: 575,
𓋍,,Egyptian hieroglyphs,0,,"R26: combination of land, lung and windpipe, lily, and papyrus",,,Gardiner's sign list order: 576,
𓋎,,Egyptian hieroglyphs,0,,R27: two arrows crossed over a shield,,,Gardiner's sign list order: 577,
𓋏,,Egyptian hieroglyphs,0,,R28: Bat,,,Gardiner's sign list order: 578,
𓋐,,Egyptian hieroglyphs,0,,R29: niche with serpent,,,Gardiner's sign list order: 579,
𓋑,,Egyptian hieroglyphs,0,,S1: white crown,,,Gardiner's sign list order: 580,
𓋒,,Egyptian hieroglyphs,0,,S2: combination of white crown and basket,𓋑:1,,Gardiner's sign list order: 581,
𓋔,,Egyptian hieroglyphs,0,,S3: red crown,,,Gardiner's sign list order: 582,
𓋕,,Egyptian hieroglyphs,0,,S4: combination of red crown and basket,𓋔:1,,Gardiner's sign list order: 583,
𓋖,,Egyptian hieroglyphs,0,,S5: Pschent Crown,𓋑:1;𓋔:1,,Gardiner's sign list order: 584,
𓋗,,Egyptian hieroglyphs,0,,S6: combination of Pschent Crown and basket,𓋖:1,,Gardiner's sign list order: 585,
𓋙,,Egyptian hieroglyphs,0,,S7: blue crown,,,Gardiner's sign list order: 586,
𓋚,,Egyptian hieroglyphs,0,,S8: Atef,,,Gardiner's sign list order: 587,
𓋛,,Egyptian hieroglyphs,0,,S9: shuti,,,Gardiner's sign list order: 588,
𓋜,,Egyptian hieroglyphs,0,,S10: headband,,,Gardiner's sign list order: 589,
𓋝,,Egyptian hieroglyphs,0,,S11: broad collar,,,Gardiner's sign list order: 590,
𓋞,,Egyptian hieroglyphs,0,,S12: collar of beads,,,Gardiner's sign list order: 591,
𓋟,,Egyptian hieroglyphs,0,,S13: combination of collar of beads and foot,𓋞:1,,Gardiner's sign list order: 592,
𓋠,,Egyptian hieroglyphs,0,,S14: combination of collar of beads and mace with round head,𓋞:1,,Gardiner's sign list order: 593,
𓋣,,Egyptian hieroglyphs,0,,S15: pectoral,,,Gardiner's sign list order: 594,
𓋤,,Egyptian hieroglyphs,0,,S16: pectoral,,,Gardiner's sign list order: 595,
𓋥,,Egyptian hieroglyphs,0,,S17: pectoral,,,Gardiner's sign list order: 596,
𓋧,,Egyptian hieroglyphs,0,,S18: menat necklace and counterpoise,,,Gardiner's sign list order: 597,
𓋨,,Egyptian hieroglyphs,0,,S19: seal,,,Gardiner's sign list order: 598,
𓋩,,Egyptian hieroglyphs,0,,S20: necklace with seal,,,Gardiner's sign list order: 599,
𓋪,,Egyptian hieroglyphs,0,,S21: ring,,,Gardiner's sign list order: 600,
𓋫,,Egyptian hieroglyphs,0,,S22: shoulder-knot,,,Gardiner's sign list order: 601,
𓋬,,Egyptian hieroglyphs,0,,S23: two whips,,,Gardiner's sign list order: 602,
𓋭,,Egyptian hieroglyphs,0,,S24: girdle knot,,,Gardiner's sign list order: 603,
𓋮,,Egyptian hieroglyphs,0,,S25: garment with ties,,,Gardiner's sign list order: 604,
𓋯,,Egyptian hieroglyphs,0,,S26: apron,,,Gardiner's sign list order: 605,
𓋲,,Egyptian hieroglyphs,0,,S27: cloth with two strands,,,Gardiner's sign list order: 606,
𓋳,,Egyptian hieroglyphs,0,,S28: cloth with fringe on top and folded cloth,𓋴:1,,Gardiner's sign list order: 607,
𓋴,,Egyptian hieroglyphs,0,,S29: folded cloth,,,Gardiner's sign list order: 608,
𓋵,,Egyptian hieroglyphs,0,,S30: combination of folded cloth and horned viper,𓋴:1,,Gardiner's sign list order: 609,
𓋶,,Egyptian hieroglyphs,0,,S31: combination of folded cloth and sickle,𓋴:1,,Gardiner's sign list order: 610,
𓋷,,Egyptian hieroglyphs,0,,S32: cloth with fringe on the side,,,Gardiner's sign list order: 611,
𓋸,,Egyptian hieroglyphs,0,,S33: sandle,,,Gardiner's sign list order: 612,
𓋹,,Egyptian hieroglyphs,0,,S34: life,,,Gardiner's sign list order: 613,
𓋺,,Egyptian hieroglyphs,0,,S35: sunshade,,,Gardiner's sign list order: 614,
𓋼,,Egyptian hieroglyphs,0,,S36: sunshade,,,Gardiner's sign list order: 615,
𓋽,,Egyptian hieroglyphs,0,,S37: fan,,,Gardiner's sign list order: 616,
𓋾,,Egyptian hieroglyphs,0,,S38: crook,,,Gardiner's sign list order: 617,
𓋿,,Egyptian hieroglyphs,0,,S39: shepherd's crook,,,Gardiner's sign list order: 618,
𓌀,,Egyptian hieroglyphs,0,,S40: wꜣssceptre,,,Gardiner's sign list order: 619,
𓌁,,Egyptian hieroglyphs,0,,S41: sceptre,,,Gardiner's sign list order: 620,
𓌂,,Egyptian hieroglyphs,0,,S42: Sekhem,,,Gardiner's sign list order: 621,
𓌃,,Egyptian hieroglyphs,0,,S43: walking stick,,,Gardiner's sign list order: 622,
𓌄,,Egyptian hieroglyphs,0,,S44: walking stick with flagellum,,,Gardiner's sign list order: 623,
𓌅,,Egyptian hieroglyphs,0,,S45: flagellum,,,Gardiner's sign list order: 624,
𓌆,,Egyptian hieroglyphs,0,,S46: covering for head and neck,,,Gardiner's sign list order: 625,
𓌇,,Egyptian hieroglyphs,0,,T1: mace with flat head,,,Gardiner's sign list order: 626,
𓌈,,Egyptian hieroglyphs,0,,T2: mace with round head,,,Gardiner's sign list order: 627,
𓌉,,Egyptian hieroglyphs,0,,T3: mace with round head,,,Gardiner's sign list order: 628,
𓌋,,Egyptian hieroglyphs,0,,T4: mace with strap,,,Gardiner's sign list order: 629,
𓌌,,Egyptian hieroglyphs,0,,T5: combination of mace with round head and cobra,𓌉:1,,Gardiner's sign list order: 630,
𓌍,,Egyptian hieroglyphs,0,,T6: combination of mace with round head and two cobras,𓌌:1,,Gardiner's sign list order: 631,
𓌎,,Egyptian hieroglyphs,0,,T7: axe,,,Gardiner's sign list order: 632,
𓌐,,Egyptian hieroglyphs,0,,T8: dagger,,,Gardiner's sign list order: 633,
𓌒,,Egyptian hieroglyphs,0,,T9: bow,,,Gardiner's sign list order: 634,
𓌔,,Egyptian hieroglyphs,0,,T10: composite bow,,,Gardiner's sign list order: 635,
𓌕,,Egyptian hieroglyphs,0,,T11: arrow,,,Gardiner's sign list order: 636,
𓌗,,Egyptian hieroglyphs,0,,T12: bowstring,,,Gardiner's sign list order: 637,
𓌘,,Egyptian hieroglyphs,0,,T13: joined pieces of wood,,,Gardiner's sign list order: 638,
𓌙,,Egyptian hieroglyphs,0,,T14: throw stick vertically,,,Gardiner's sign list order: 639,
𓌚,,Egyptian hieroglyphs,0,,T15: throw stick slanted,𓌙:1,,Gardiner's sign list order: 640,
𓌛,,Egyptian hieroglyphs,0,,T16: scimitar,,,Gardiner's sign list order: 641,
𓌝,,Egyptian hieroglyphs,0,,T17: chariot,,,Gardiner's sign list order: 642,
𓌞,,Egyptian hieroglyphs,0,,T18: crook with package attached,,,Gardiner's sign list order: 643,
𓌟,,Egyptian hieroglyphs,0,,T19: harpoon head,,,Gardiner's sign list order: 644,
𓌠,,Egyptian hieroglyphs,0,,T20: harpoon head,,,Gardiner's sign list order: 645,
𓌡,,Egyptian hieroglyphs,0,,T21: harpoon,,,Gardiner's sign list order: 646,
𓌢,,Egyptian hieroglyphs,0,,T22: arrowhead,,,Gardiner's sign list order: 647,
𓌣,,Egyptian hieroglyphs,0,,T23: arrowhead,,,Gardiner's sign list order: 648,
𓌤,,Egyptian hieroglyphs,0,,T24: fishingnet,,,Gardiner's sign list order: 649,
𓌥,,Egyptian hieroglyphs,0,,T25: float,,,Gardiner's sign list order: 650,
𓌦,,Egyptian hieroglyphs,0,,T26: birdtrap,,,Gardiner's sign list order: 651,
𓌧,,Egyptian hieroglyphs,0,,T27: trap,,,Gardiner's sign list order: 652,
𓌨,,Egyptian hieroglyphs,0,,T28: butcher's block,,,Gardiner's sign list order: 653,
𓌩,,Egyptian hieroglyphs,0,,T29: butcher's block with knife,,,Gardiner's sign list order: 654,
𓌪,,Egyptian hieroglyphs,0,,T30: knife,,,Gardiner's sign list order: 655,
𓌫,,Egyptian hieroglyphs,0,,T31: knife-sharpener,𓌪:1,,Gardiner's sign list order: 656,
𓌬,,Egyptian hieroglyphs,0,,T32: combination of knife and legs,𓌪:1;𓂻:1,,Gardiner's sign list order: 657,
𓌮,,Egyptian hieroglyphs,0,,T33: knife-sharpener of butcher,,,Gardiner's sign list order: 658,
𓌰,,Egyptian hieroglyphs,0,,T34: butcher's knife,,,Gardiner's sign list order: 659,
𓌱,,Egyptian hieroglyphs,0,,T35: butcher's knife,,,Gardiner's sign list order: 660,
𓌲,,Egyptian hieroglyphs,0,,T36: shield,,,Gardiner's sign list order: 661,
𓌳,,Egyptian hieroglyphs,0,,U1: sickle,,,Gardiner's sign list order: 662,
𓌴,,Egyptian hieroglyphs,0,,U2: sickle,𓌳:1,,Gardiner's sign list order: 663,
𓌵,,Egyptian hieroglyphs,0,,U3,𓌳:1,,Gardiner's sign list order: 664,
𓌶,,Egyptian hieroglyphs,0,,U4,𓌳:1,,Gardiner's sign list order: 665,
𓌷,,Egyptian hieroglyphs,0,,U5,𓌴:1,,Gardiner's sign list order: 666,
𓌸,,Egyptian hieroglyphs,0,,U6,,,Gardiner's sign list order: 667,
𓌻,,Egyptian hieroglyphs,0,,U7: hoe,𓌸:1,,Gardiner's sign list order: 668,
𓌼,,Egyptian hieroglyphs,0,,U8,,,Gardiner's sign list order: 669,
𓌽,,Egyptian hieroglyphs,0,,U9,,,Gardiner's sign list order: 670,
𓌾,,Egyptian hieroglyphs,0,,U10: grain measure,,,Gardiner's sign list order: 671,
𓌿,,Egyptian hieroglyphs,0,,U11,,,Gardiner's sign list order: 672,
𓍀,,Egyptian hieroglyphs,0,,U12,,,Gardiner's sign list order: 673,
𓍁,,Egyptian hieroglyphs,0,,U13,,,Gardiner's sign list order: 674,
𓍂,,Egyptian hieroglyphs,0,,U14,,,Gardiner's sign list order: 675,
𓍃,,Egyptian hieroglyphs,0,,U15: sled,,,Gardiner's sign list order: 676,
𓍄,,Egyptian hieroglyphs,0,,U16,,,Gardiner's sign list order: 677,
𓍅,,Egyptian hieroglyphs,0,,"U17: Pick, opening earth",,,Gardiner's sign list order: 678,
𓍆,,Egyptian hieroglyphs,0,,U18,,,Gardiner's sign list order: 679,
𓍇,,Egyptian hieroglyphs,0,,U19,,,Gardiner's sign list order: 680,
𓍈,,Egyptian hieroglyphs,0,,U20,,,Gardiner's sign list order: 681,
𓍉,,Egyptian hieroglyphs,0,,U21: adze,,,Gardiner's sign list order: 682,
𓍊,,Egyptian hieroglyphs,0,,U22: grain measure,,,Gardiner's sign list order: 683,
𓍋,,Egyptian hieroglyphs,0,,U23: chisel,,,Gardiner's sign list order: 684,
𓍍,,Egyptian hieroglyphs,0,,U24: hand,,,Gardiner's sign list order: 685,
𓍎,,Egyptian hieroglyphs,0,,U25,,,Gardiner's sign list order: 686,
𓍏,,Egyptian hieroglyphs,0,,U26,,,Gardiner's sign list order: 687,
𓍐,,Egyptian hieroglyphs,0,,U27,,,Gardiner's sign list order: 688,
𓍑,,Egyptian hieroglyphs,0,,U28: fire-drill,,,Gardiner's sign list order: 689,
𓍒,,Egyptian hieroglyphs,0,,U29,,,Gardiner's sign list order: 690,
𓍔,,Egyptian hieroglyphs,0,,U30: kiln,,,Gardiner's sign list order: 691,
𓍕,,Egyptian hieroglyphs,0,,U31,,,Gardiner's sign list order: 692,
𓍖,,Egyptian hieroglyphs,0,,U32,,,Gardiner's sign list order: 693,
𓍘,,Egyptian hieroglyphs,0,,U33: pestle,,,Gardiner's sign list order: 694,
𓍙,,Egyptian hieroglyphs,0,,U34,,,Gardiner's sign list order: 695,
𓍚,,Egyptian hieroglyphs,0,,U35,,,Gardiner's sign list order: 696,
𓍛,,Egyptian hieroglyphs,0,,U36: fuller's club,,,Gardiner's sign list order: 697,
𓍜,,Egyptian hieroglyphs,0,,U37,,,Gardiner's sign list order: 698,
𓍝,,Egyptian hieroglyphs,0,,U38: scale,,,Gardiner's sign list order: 699,
𓍞,,Egyptian hieroglyphs,0,,U39,,,Gardiner's sign list order: 700,
𓍟,,Egyptian hieroglyphs,0,,"U40: a support, to lift",,,Gardiner's sign list order: 701,
𓍠,,Egyptian hieroglyphs,0,,U41: plummet,,,Gardiner's sign list order: 702,
𓍡,,Egyptian hieroglyphs,0,,U42: pitchfork,,,Gardiner's sign list order: 703,
𓍢,,Egyptian hieroglyphs,0,,V1,,,Gardiner's sign list order: 704,
𓍬,,Egyptian hieroglyphs,0,,V2,𓍢:1,,Gardiner's sign list order: 705,
𓍮,,Egyptian hieroglyphs,0,,V3,𓍬:1,,Gardiner's sign list order: 706,
𓍯,,Egyptian hieroglyphs,0,,V4: lasso,,,Gardiner's sign list order: 707,
𓍰,,Egyptian hieroglyphs,0,,V5,,,Gardiner's sign list order: 708,
𓍱,,Egyptian hieroglyphs,0,,V6: rope,,,Gardiner's sign list order: 709,
𓍲,,Egyptian hieroglyphs,0,,V7: rope,𓍱:1,,Gardiner's sign list order: 710,
𓍵,,Egyptian hieroglyphs,0,,V8,,,Gardiner's sign list order: 711,
𓍶,,Egyptian hieroglyphs,0,,V9: shen,,,Gardiner's sign list order: 712,
𓍷,,Egyptian hieroglyphs,0,,V10: cartouche,,,Gardiner's sign list order: 713,
𓍸,,Egyptian hieroglyphs,0,,V11: cartouche (divided),,,Gardiner's sign list order: 714,
𓍼,,Egyptian hieroglyphs,0,,V12,,,Gardiner's sign list order: 715,
𓍿,,Egyptian hieroglyphs,0,,V13,,,Gardiner's sign list order: 716,
𓎀,,Egyptian hieroglyphs,0,,V14,,,Gardiner's sign list order: 717,
𓎁,,Egyptian hieroglyphs,0,,V15: Tethering rope w/ walking legs,𓍿:1;𓂻:1,,Gardiner's sign list order: 718,
𓎂,,Egyptian hieroglyphs,0,,V16: cattle,,,Gardiner's sign list order: 719,
𓎃,,Egyptian hieroglyphs,0,,V17: lifesaver,,,Gardiner's sign list order: 720,
𓎄,,Egyptian hieroglyphs,0,,V18,,,Gardiner's sign list order: 721,
𓎅,,Egyptian hieroglyphs,0,,V19,,,Gardiner's sign list order: 722,
𓎆,,Egyptian hieroglyphs,0,,V20: cattle hobble,,,Gardiner's sign list order: 723,
𓎓,,Egyptian hieroglyphs,0,,V21: Fetter + Cobra,,,Gardiner's sign list order: 724,
𓎔,,Egyptian hieroglyphs,0,,V22: whip,,,Gardiner's sign list order: 725,
𓎕,,Egyptian hieroglyphs,0,,V23,,,Gardiner's sign list order: 726,
𓎗,,Egyptian hieroglyphs,0,,V24,,,Gardiner's sign list order: 727,
𓎘,,Egyptian hieroglyphs,0,,V25: command staff,,,Gardiner's sign list order: 728,
𓎙,,Egyptian hieroglyphs,0,,V26,,,Gardiner's sign list order: 729,
𓎚,,Egyptian hieroglyphs,0,,V27,,,Gardiner's sign list order: 730,
𓎛,,Egyptian hieroglyphs,0,,V28: eternity,,,Gardiner's sign list order: 731,
𓎝,,Egyptian hieroglyphs,0,,V29: fiber,,,Gardiner's sign list order: 732,
𓎟,,Egyptian hieroglyphs,0,,V30: basket,,,Gardiner's sign list order: 733,
𓎡,,Egyptian hieroglyphs,0,,V31: basket,𓎟:1,,Gardiner's sign list order: 734,
𓎣,,Egyptian hieroglyphs,0,,V32,,,Gardiner's sign list order: 735,
𓎤,,Egyptian hieroglyphs,0,,V33,,,Gardiner's sign list order: 736,
𓎦,,Egyptian hieroglyphs,0,,V34,,,Gardiner's sign list order: 737,
𓎧,,Egyptian hieroglyphs,0,,V35,,,Gardiner's sign list order: 738,
𓎨,,Egyptian hieroglyphs,0,,V36: doubled container,,,Gardiner's sign list order: 739,
𓎩,,Egyptian hieroglyphs,0,,V37,,,Gardiner's sign list order: 740,
𓎫,,Egyptian hieroglyphs,0,,V38,,,Gardiner's sign list order: 741,
𓎬,,Egyptian hieroglyphs,0,,V39: ?stylized ankh,,,Gardiner's sign list order: 742,
𓎭,,Egyptian hieroglyphs,0,,V40,,,Gardiner's sign list order: 743,
𓎯,,Egyptian hieroglyphs,0,,W1,,,Gardiner's sign list order: 744,
𓎰,,Egyptian hieroglyphs,0,,W2: Oil jar,,,Gardiner's sign list order: 745,
𓎱,,Egyptian hieroglyphs,0,,W3: alabaster,,,Gardiner's sign list order: 746,
𓎳,,Egyptian hieroglyphs,0,,W4: festival chamber,,,Gardiner's sign list order: 747,
𓎴,,Egyptian hieroglyphs,0,,W5,,,Gardiner's sign list order: 748,
𓎵,,Egyptian hieroglyphs,0,,W6,,,Gardiner's sign list order: 749,
𓎶,,Egyptian hieroglyphs,0,,W7,,,Gardiner's sign list order: 750,
𓎷,,Egyptian hieroglyphs,0,,W8,,,Gardiner's sign list order: 751,
𓎸,,Egyptian hieroglyphs,0,,W9: jar,,,Gardiner's sign list order: 752,
𓎺,,Egyptian hieroglyphs,0,,W10: cup,,,Gardiner's sign list order: 753,
𓎼,,Egyptian hieroglyphs,0,,W11,,,Gardiner's sign list order: 754,
𓎽,,Egyptian hieroglyphs,0,,W12,,,Gardiner's sign list order: 755,
𓎾,,Egyptian hieroglyphs,0,,W13,,,Gardiner's sign list order: 756,
𓎿,,Egyptian hieroglyphs,0,,W14: vase,,,Gardiner's sign list order: 757,
𓏁,,Egyptian hieroglyphs,0,,W15,𓎿:1,,Gardiner's sign list order: 758,
𓏂,,Egyptian hieroglyphs,0,,W16,𓏁:1,,Gardiner's sign list order: 759,
𓏃,,Egyptian hieroglyphs,0,,W17,𓎿:1,,Gardiner's sign list order: 760,
𓏅,,Egyptian hieroglyphs,0,,W18,𓏃:1,,Gardiner's sign list order: 761,
𓏇,,Egyptian hieroglyphs,0,,W19: milk-jug,,,Gardiner's sign list order: 762,
𓏈,,Egyptian hieroglyphs,0,,W20,,,Gardiner's sign list order: 763,
𓏉,,Egyptian hieroglyphs,0,,W21: wine,,,Gardiner's sign list order: 764,
𓏊,,Egyptian hieroglyphs,0,,W22,,,Gardiner's sign list order: 765,
𓏋,,Egyptian hieroglyphs,0,,W23,,,Gardiner's sign list order: 766,
𓏌,,Egyptian hieroglyphs,0,,W24: pot,,,Gardiner's sign list order: 767,
𓏎,,Egyptian hieroglyphs,0,,W25,𓏌:1;𓂻:1,,Gardiner's sign list order: 768,
𓏏,,Egyptian hieroglyphs,0,,X1: loaf of bread,,,Gardiner's sign list order: 769,
𓏐,,Egyptian hieroglyphs,0,,X2,,,Gardiner's sign list order: 770,
𓏑,,Egyptian hieroglyphs,0,,X3,,,Gardiner's sign list order: 771,
𓏒,,Egyptian hieroglyphs,0,,X4,,,Gardiner's sign list order: 772,
𓏕,,Egyptian hieroglyphs,0,,X5,,,Gardiner's sign list order: 773,
𓏖,,Egyptian hieroglyphs,0,,X6: loaf with decoration,,,Gardiner's sign list order: 774,
𓏘,,Egyptian hieroglyphs,0,,X7,,,Gardiner's sign list order: 775,
𓏙,,Egyptian hieroglyphs,0,,X8: cone,,,Gardiner's sign list order: 776,
𓏛,,Egyptian hieroglyphs,0,,Y1: papyrus,,,Gardiner's sign list order: 777,
𓏝,,Egyptian hieroglyphs,0,,Y2,,,Gardiner's sign list order: 778,
𓏞,,Egyptian hieroglyphs,0,,Y3: scribe palette,,,Gardiner's sign list order: 779,
𓏟,,Egyptian hieroglyphs,0,,Y4,,,Gardiner's sign list order: 780,
𓏠,,Egyptian hieroglyphs,0,,Y5,,,Gardiner's sign list order: 781,
𓏡,,Egyptian hieroglyphs,0,,Y6: game piece,,,Gardiner's sign list order: 782,
𓏢,,Egyptian hieroglyphs,0,,Y7: harp,,,Gardiner's sign list order: 783,
𓏣,,Egyptian hieroglyphs,0,,Y8: Sistrum,,,Gardiner's sign list order: 784,
𓏤,,Egyptian hieroglyphs,0,,Z1,,,Gardiner's sign list order: 785,
𓏥,,Egyptian hieroglyphs,0,,Z2: plural strokes,𓏤:1,,Gardiner's sign list order: 786,
𓏪,,Egyptian hieroglyphs,0,,Z3: plural strokes (vertical),𓏤:1,,Gardiner's sign list order: 787,
𓏭,,Egyptian hieroglyphs,0,,Z4,,,Gardiner's sign list order: 788,
𓏯,,Egyptian hieroglyphs,0,,Z5,,,Gardiner's sign list order: 789,
𓏱,,Egyptian hieroglyphs,0,,Z6,,,Gardiner's sign list order: 790,
𓏲,,Egyptian hieroglyphs,0,,Z7: coil,,,Gardiner's sign list order: 791,
𓏳,,Egyptian hieroglyphs,0,,Z8,,,Gardiner's sign list order: 792,
𓏴,,Egyptian hieroglyphs,0,,Z9: Crossed diagonal sticks,,,Gardiner's sign list order: 793,
𓏵,,Egyptian hieroglyphs,0,,Z10: Crossed diagonal sticks,,,Gardiner's sign list order: 794,
𓏶,,Egyptian hieroglyphs,0,,Z11: Two planks crossed and joined,,,Gardiner's sign list order: 795,
𓏷,,Egyptian hieroglyphs,0,,Z12,,,Gardiner's sign list order: 796,
𓏸,,Egyptian hieroglyphs,0,,Z13,,,Gardiner's sign list order: 797,
𓏹,,Egyptian hieroglyphs,0,,Z14,,,Gardiner's sign list order: 798,
𓏺,,Egyptian hieroglyphs,0,,Z15,,,Gardiner's sign list order: 799,
𓐄,,Egyptian hieroglyphs,0,,Z16,,,Gardiner's sign list order: 800,
𓐍,,Egyptian hieroglyphs,0,,Aa1,,,Gardiner's sign list order: 801,
𓐎,,Egyptian hieroglyphs,0,,Aa2,,,Gardiner's sign list order: 802,
𓐏,,Egyptian hieroglyphs,0,,Aa3,𓐎:1,,Gardiner's sign list order: 803,
𓐐,,Egyptian hieroglyphs,0,,Aa4,,,Gardiner's sign list order: 804,
𓐑,,Egyptian hieroglyphs,0,,Aa5,,,Gardiner's sign list order: 805,
𓐒,,Egyptian hieroglyphs,0,,Aa6,,,Gardiner's sign list order: 806,
𓐓,,Egyptian hieroglyphs,0,,Aa7,,,Gardiner's sign list order: 807,
𓐖,,Egyptian hieroglyphs,0,,Aa8,,,Gardiner's sign list order: 808,
𓐗,,Egyptian hieroglyphs,0,,Aa9,,,Gardiner's sign list order: 809,
𓐘,,Egyptian hieroglyphs,0,,Aa10,,,Gardiner's sign list order: 810,
𓐙,,Egyptian hieroglyphs,0,,Aa11,,,Gardiner's sign list order: 811,
𓐚,,Egyptian hieroglyphs,0,,Aa12,,,Gardiner's sign list order: 812,
𓐛,,Egyptian hieroglyphs,0,,Aa13,,,Gardiner's sign list order: 813,
𓐜,,Egyptian hieroglyphs,0,,Aa14,,,Gardiner's sign list order: 814,
𓐝,,Egyptian hieroglyphs,0,,Aa15,,,Gardiner's sign list order: 815,
𓐞,,Egyptian hieroglyphs,0,,Aa16,,,Gardiner's sign list order: 816,
𓐟,,Egyptian hieroglyphs,0,,Aa17,,,Gardiner's sign list order: 817,
𓐠,,Egyptian hieroglyphs,0,,Aa18,,,Gardiner's sign list order: 818,
𓐡,,Egyptian hieroglyphs,0,,Aa19,,,Gardiner's sign list order: 819,
𓐢,,Egyptian hieroglyphs,0,,Aa20,,,Gardiner's sign list order: 820,
𓐣,,Egyptian hieroglyphs,0,,Aa21,,,Gardiner's sign list order: 821,
𓐤,,Egyptian hieroglyphs,0,,Aa22,𓐣:1;𓂝:1,,Gardiner's sign list order: 822,
𓐥,,Egyptian hieroglyphs,0,,Aa23,,,Gardiner's sign list order: 823,
𓐦,,Egyptian hieroglyphs,0,,Aa24,,,Gardiner's sign list order: 824,
𓐧,,Egyptian hieroglyphs,0,,Aa25,,,Gardiner's sign list order: 825,
𓐨,,Egyptian hieroglyphs,0,,Aa26,,,Gardiner's sign list order: 826,
𓐩,,Egyptian hieroglyphs,0,,Aa27,,,Gardiner's sign list order: 827,
𓐪,,Egyptian hieroglyphs,0,,Aa28,,,Gardiner's sign list order: 828,
𓐫,,Egyptian hieroglyphs,0,,Aa29,,,Gardiner's sign list order: 829,
